,sql-server,sql,database,ado.net,mysql,sql-server-2008,entity-framework-4,entity-framework,nhibernate,oracle,xml,xml-serialization,excel,winforms,datagridview,gridview,image,datetime,azure,powershell,c#,c#-4.0,design-patterns,oop,architecture,dependency-injection,generics,dll,com,assemblies,msbuild,deployment,interop,php,exception,exception-handling,wpf,xaml,data-binding,events,mvvm,user-interface,user-controls,java,vb.net,c++,clr,c++-cli,garbage-collection,linq,linq-to-sql,lambda,security,encryption,mono,.net-2.0,.net-4.0,.net-3.5,visual-studio,visual-studio-2010,visual-studio-2008,visual-studio-2012,regex,string,multithreading,asynchronous,task-parallel-library,async-await,silverlight,windows-phone-7,collections,arrays,list,json,javascript,html,jquery,ajax,windows,windows-services,winapi,sockets,compact-framework,wcf,unit-testing,reflection,debugging,performance,f#,iis,asp.net-mvc,asp.net-mvc-3,asp.net-mvc-4,asp.net-web-api,asp.net,soap,rest,serialization,web-services,configuration
reflection,0.99992716,0.99989957,0.99986404,0.9992649,0.9999687,0.9999257,0.9989424,0.9973705,0.9991364,0.9999095,0.99950427,0.99896544,0.99989295,0.9985971,0.9996715,0.9998709,0.9999025,0.99986404,0.99972516,0.99931204,0.9917593,0.9956704,0.9979444,0.9968187,0.99965197,0.9983606,0.96833277,0.99696803,0.99849254,0.98884016,0.9998074,0.999767,0.99942887,0.9995864,0.99749446,0.9990336,0.9991399,0.9997039,0.99898654,0.99773437,0.9995661,0.9997012,0.99919856,0.9953061,0.99660033,0.99967194,0.99701846,0.9992704,0.9994936,0.9960546,0.9986926,0.993409,0.99869716,0.99989855,0.9987199,0.9983695,0.9964692,0.9968474,0.9993977,0.9995512,0.9997913,0.99978906,0.9999037,0.99927855,0.9995613,0.9997249,0.9998816,0.9998802,0.99854857,0.9994651,0.9974543,0.9990561,0.9987889,0.9995098,0.9998845,0.99998015,0.99997836,0.9999842,0.99987745,0.99989635,0.99994594,0.99995583,0.99859524,0.99874234,0.99776006,0.0,0.9991473,0.9983167,0.9978069,0.999788,0.9987076,0.9993027,0.9995066,0.99956155,0.9990095,0.99989676,0.99986464,0.9958563,0.99952596,0.99965316
debugging,0.99934673,0.9995437,0.9995852,0.9998795,0.9995669,0.9993087,0.99994045,0.99965024,0.99969697,0.99938005,0.9994699,0.99990064,0.99937105,0.99847466,0.9999461,0.9999772,0.9997043,0.9997578,0.9988566,0.999328,0.9971809,0.99938095,0.9998665,0.9996765,0.99980426,0.9999152,0.9997865,0.9944973,0.9980076,0.9994725,0.9995527,0.9987789,0.9995707,0.9985603,0.99259055,0.9974063,0.9988741,0.9995412,0.9995435,0.99913526,0.9998764,0.9991822,0.9997941,0.99726903,0.99814063,0.99316174,0.99816424,0.9988552,0.99901545,0.9994899,0.9997165,0.9994888,0.9992079,0.99978745,0.99797255,0.9998608,0.99895173,0.99915206,0.9725667,0.9819223,0.9843742,0.99011445,0.9997305,0.9993406,0.9964017,0.9995221,0.99973035,0.99962664,0.9981456,0.9991596,0.999842,0.99916947,0.99961925,0.999632,0.9977295,0.9994928,0.9991937,0.9991469,0.9940656,0.9978443,0.9971181,0.99934477,0.9995885,0.9982334,0.9976643,0.9991473,0.0,0.99754083,0.9990523,0.9970219,0.9988411,0.99931675,0.9996514,0.99978876,0.9976171,0.9995936,0.99975485,0.99933827,0.9988806,0.9982117
performance,0.98956394,0.9898054,0.98930323,0.9988694,0.9891404,0.99540496,0.999223,0.9964194,0.9982577,0.9923046,0.99807435,0.99968827,0.9985945,0.99814767,0.9995608,0.9991627,0.99681336,0.99921477,0.9982083,0.99916935,0.9942998,0.9989039,0.99872875,0.99832267,0.99691397,0.9997991,0.9991568,0.9995069,0.99954265,0.99969697,0.99982727,0.9995387,0.99968886,0.99631804,0.99905396,0.99938214,0.9959866,0.9992469,0.9993099,0.9989849,0.99961406,0.9984353,0.9996058,0.99322206,0.99811935,0.99249595,0.99915475,0.999727,0.99517846,0.99379265,0.99762005,0.9989752,0.9985187,0.99912983,0.9994255,0.99964213,0.9990798,0.99944836,0.9984208,0.99832517,0.9991038,0.99926007,0.997862,0.9951419,0.9912631,0.99836665,0.9993704,0.9996469,0.9985849,0.9990528,0.99655545,0.9939925,0.99540347,0.9983917,0.9955344,0.9983951,0.9970993,0.9981119,0.9969968,0.99968094,0.99909526,0.9977862,0.999701,0.99649274,0.99913967,0.9983167,0.99754083,0.0,0.9985708,0.99715567,0.998211,0.99894035,0.9993512,0.99967855,0.9961942,0.99953157,0.9990909,0.9979117,0.99798787,0.99930197
f#,0.9998552,0.9999083,0.99982446,0.99902076,0.99996495,0.9999371,1.0,0.9992772,0.9998751,0.9999834,0.99962384,0.999292,0.99957716,0.9994672,0.99978083,1.0,0.99995434,0.9997391,0.9992112,0.99980164,0.9992149,0.9996784,0.9992705,0.9994831,0.9996446,0.99975747,0.99522185,0.99912286,0.9990506,0.99916303,0.998224,0.9998982,0.99754,0.99999726,0.9990235,0.9989195,0.9992418,0.99936485,0.999854,0.99888855,0.99944305,0.99959886,1.0,0.9999914,0.99981886,0.99995,0.9975032,0.99991465,0.9995602,0.99884385,0.9986937,0.9985905,0.9999745,0.99991477,0.99049175,0.9998986,0.99941874,0.99976885,0.9975925,0.99826115,0.99942565,0.997854,0.9998227,0.99947065,0.9993484,0.9932548,0.9970249,0.99820197,0.9986397,0.9996733,0.99868906,0.9992404,0.99598813,0.99978125,0.9999777,0.99997985,0.99999493,0.9999917,0.9998805,0.9996967,0.9998704,0.9997956,0.99980557,0.9994792,0.99900395,0.9978069,0.9990523,0.9985708,0.0,0.99996287,0.9997687,0.9998683,0.9997662,0.9994731,0.9998792,0.9997822,0.99994767,0.9989757,0.9997641,0.9998821
iis,0.9974803,0.99951166,0.9996233,0.9996959,0.99966526,0.99877584,0.9997379,0.9989155,0.99941677,0.9991961,0.9995347,0.9999571,0.99949116,0.9998022,1.0,0.9998916,0.9994204,0.99962497,0.9900967,0.9943362,0.995453,0.99884856,0.9998949,1.0,0.9994459,0.9997894,0.99997497,0.9979176,0.9978386,0.9995826,0.9984228,0.9919432,0.99953,0.9984648,0.9991148,0.99958146,0.99977887,1.0,0.9999693,0.9997843,1.0,1.0,0.99977875,0.99986255,0.9979828,0.9998628,0.9997277,0.9999157,0.99961,0.9998782,0.9995614,0.9999647,0.9940516,0.99932295,0.9997331,0.9994509,0.9970089,0.9983967,0.99483514,0.9960536,0.997512,0.99684346,0.99921757,0.99997854,0.99870336,0.9993136,0.99964887,0.9997786,0.9970085,0.99982303,0.9999679,0.99997914,0.999949,0.99947727,0.9997084,0.999543,0.9997344,0.9989667,0.9938689,0.99864876,0.9998134,0.9995306,1.0,0.97372425,0.99982065,0.999788,0.9970219,0.99715567,0.99996287,0.0,0.9877406,0.9949012,0.9928409,0.99376667,0.973443,0.99856806,0.9975455,0.9998308,0.99059284,0.99538803
asp.net-mvc,0.99496037,0.9978456,0.9975505,0.9988003,0.99927485,0.99871063,0.99582154,0.9565166,0.994964,0.99942905,0.9986323,0.99971503,0.9989093,0.99952257,0.99991363,0.99901044,0.9984289,0.99789715,0.99188864,0.99978083,0.96118164,0.99324584,0.9967772,0.9993294,0.9963504,0.99423957,0.9989789,0.9994712,0.9999294,0.9997291,0.99908996,0.9975788,0.9999633,0.9998474,0.9987625,0.9988164,0.9995567,0.9999261,0.9989657,0.9996934,0.9986545,0.99928796,0.9990224,0.99993,0.99577457,0.9999869,0.9999349,1.0,0.99990106,0.98637825,0.9934523,0.9981522,0.99510604,0.9994624,0.9985661,0.9999441,0.9987685,0.9992483,0.99516934,0.9960815,0.9983996,0.9959872,0.9987065,0.99949074,0.9989828,0.9975626,0.999649,0.9987867,0.99873435,0.9998721,0.99940795,0.9995156,0.9990012,0.989356,0.9930738,0.99541634,0.9834428,0.9845993,0.9995804,0.99957526,0.99998444,0.9999122,0.9999907,0.995403,0.9936297,0.9987076,0.9988411,0.998211,0.9997687,0.9877406,0.0,0.92111456,0.907502,0.97948545,0.9470683,0.999726,0.9971187,0.99858445,0.9978659,0.99919575
asp.net-mvc-3,0.9983912,0.9993899,0.99873585,0.9989757,0.999666,0.997415,0.9861639,0.9787291,0.9961252,0.9997358,0.9995528,0.9997854,0.9995666,0.9999153,0.99993867,0.9996216,0.99885666,0.9981373,0.9956873,0.99981934,0.98871946,0.98557067,0.99849886,0.9997478,0.9980817,0.99453974,0.9994537,0.9997324,0.99995697,0.99972636,0.99933743,0.99812746,0.99995244,0.9999708,0.99917364,0.9986245,0.99991924,1.0,0.9992769,0.9995857,0.999425,0.9997795,0.9995628,0.999987,0.99741304,0.9999923,0.99997544,0.9999764,0.9999548,0.99259365,0.9966471,0.99857193,0.99721605,0.99961174,0.998594,0.99995065,0.997087,0.99995416,0.99885195,0.992747,0.99986863,0.9983864,0.99919456,0.9997855,0.9995878,0.9985247,0.99978274,0.9998787,0.999678,0.99986255,0.99943674,0.99979675,0.9992505,0.9948898,0.9977482,0.9985751,0.9931561,0.993269,0.9998513,0.999749,1.0,0.99997133,0.99997556,0.99732345,0.9963547,0.9993027,0.99931675,0.99894035,0.9998683,0.9949012,0.92111456,0.0,0.9753405,0.9976573,0.9808616,0.9998694,0.9987061,0.9989823,0.99894387,0.9995587
asp.net-mvc-4,0.9982594,0.99905765,0.99894464,0.9993135,0.99965894,0.99877816,0.994962,0.97756517,0.998359,0.9996299,0.99942356,0.9996847,0.999262,0.99989706,1.0,0.99952525,0.9991479,0.9983201,0.9917505,0.9998328,0.98693067,0.988964,0.99939543,0.999884,0.99873835,0.9960931,0.9995731,0.9996243,0.9999239,0.9997888,0.9993984,0.9982856,0.99997145,0.9999839,0.9994068,0.99927926,0.9999148,0.9999674,0.9995241,0.99992496,0.99926853,0.99978685,0.9997416,0.99998695,0.9985684,0.9999922,0.99997026,1.0,0.9999731,0.9932254,0.9985041,0.9988215,0.9973507,0.9994259,0.9989411,1.0,0.9987446,0.99997264,0.9981155,0.99798095,1.0,0.9895511,0.9994717,0.9998474,0.99964017,0.99836546,0.9996217,0.99762416,0.99987966,0.9999609,0.99981254,0.9997875,0.99936026,0.9949933,0.9977363,0.9987179,0.99448496,0.99328893,0.99980414,0.999728,1.0,0.9999362,1.0,0.99753636,0.9974521,0.9995066,0.9996514,0.9993512,0.9997662,0.9928409,0.907502,0.9753405,0.0,0.9611058,0.9828278,0.99980664,0.99784386,0.99895734,0.99857444,0.99965465
asp.net-web-api,0.99957114,0.9999133,0.99989104,0.9998368,0.9999685,0.9997682,0.9988279,0.9913885,0.99882424,0.9999378,0.99900794,0.9968049,0.99986243,0.9997791,0.99995524,1.0,0.9997706,0.99916476,0.99338114,0.99997085,0.9946129,0.9965579,0.99936926,1.0,0.997705,0.992261,0.99959415,0.999767,0.9997989,0.9999267,0.9995196,0.9994096,1.0,0.99999034,0.9996032,0.9987457,0.9999088,1.0,0.9999188,0.9999408,0.9997659,0.9999759,1.0,0.9999842,0.9994803,0.9999918,1.0,0.9998734,0.9997743,0.9986479,0.99966663,0.9997551,0.9968502,0.9997821,0.9991251,0.99985653,0.99851584,0.9995895,0.9991469,0.99940956,0.99992514,0.99758744,0.99993473,0.99998826,0.9996399,0.9968864,0.9975723,0.9927183,0.9997931,0.99946237,0.9999137,0.9999411,0.9999017,0.99414635,0.99954164,0.9999203,0.999239,0.9980812,0.9999886,0.9991886,0.9999714,0.9999306,0.9992336,0.99693906,0.9976759,0.99956155,0.99978876,0.99967855,0.9994731,0.99376667,0.97948545,0.9976573,0.9611058,0.0,0.99072105,0.9997411,0.9860029,0.99532914,0.9966953,0.9995721
asp.net,0.98245436,0.9864563,0.99440795,0.99597675,0.9969718,0.99378055,0.99785465,0.98704666,0.9978657,0.9977228,0.9936659,0.99958485,0.9962872,0.9982133,0.99878305,0.9606466,0.99599594,0.9969844,0.994982,0.99949235,0.88769644,0.98757195,0.9986015,0.99898285,0.99801636,0.9990891,0.9990945,0.99809825,0.99944055,0.9992792,0.9988051,0.9974071,0.9996325,0.99869287,0.99795836,0.99877954,0.99889034,0.99980676,0.9941789,0.99676996,0.99975306,0.9991036,0.99026644,0.99956745,0.9585432,0.9998354,0.9997855,0.9999566,0.99975324,0.98848873,0.9950263,0.9994378,0.9927044,0.9982852,0.99854845,0.99855113,0.9964536,0.9969284,0.98954576,0.9880217,0.9944967,0.99539214,0.9958266,0.9981576,0.99725986,0.9977245,0.99972665,0.99940914,0.9965211,0.99977344,0.9994476,0.9991183,0.99857,0.99278075,0.9787865,0.98665726,0.97808474,0.9786374,0.9980293,0.99921876,0.99990463,0.9996403,0.9999643,0.98860013,0.9983576,0.9990095,0.9976171,0.9961942,0.9998792,0.973443,0.9470683,0.9808616,0.9828278,0.99072105,0.0,0.99833494,0.99788094,0.99855745,0.9832056,0.9982342
soap,0.9998205,0.9998967,0.99979985,0.99991053,0.99982285,0.9999103,0.99991214,0.99990106,0.99993765,0.9995016,0.9850917,0.9972546,0.9997782,0.99974954,1.0,0.99993926,0.9998508,0.9994574,0.99974054,0.9993992,0.9976769,0.9992503,0.9996775,0.9997992,0.99895626,0.99995923,0.9998056,0.9998654,0.9999162,0.99994326,0.99995595,0.99963886,0.999743,0.99520993,0.99787307,0.9989474,0.9999208,0.9999128,0.9999651,0.9998941,1.0,0.999824,1.0,0.9964261,0.99863905,0.99966824,1.0,1.0,0.9999539,0.999757,1.0,0.999959,0.9981567,0.9988246,0.9989215,0.9997208,0.9996176,0.99928635,0.99934775,0.99908096,0.9995437,0.9994589,0.9999051,0.9998208,0.9996697,0.9989033,0.9999469,0.9997853,0.9992491,0.9988191,0.9999263,0.99919105,0.99992704,0.9985268,0.9996874,0.9999235,0.9997443,0.9994017,0.99983644,0.9997175,0.99992293,0.99936396,0.9996181,0.976473,0.99976206,0.99989676,0.9995936,0.99953157,0.9997822,0.99856806,0.999726,0.9998694,0.99980664,0.9997411,0.99833494,0.0,0.985955,0.99719894,0.90136856,0.9998401
rest,0.99985117,0.9997635,0.99890894,0.99989367,0.99945676,0.9999296,0.9998685,0.99935424,0.9997887,0.9996527,0.9951449,0.99924856,0.99968445,0.99988526,0.9999759,0.99997926,0.99935913,0.9997406,0.99557716,0.9992341,0.9971157,0.9987706,0.99841803,0.9996338,0.9948246,0.99944717,0.99957085,1.0,0.9999489,1.0,1.0,0.9995576,0.99991363,0.9969177,0.99863327,0.9988736,0.99975175,0.9999182,0.99979484,0.9997171,0.999844,0.99965405,1.0,0.9928166,0.99946237,0.9997703,0.99997,1.0,0.99997294,0.9996233,0.9999306,0.99992436,0.9924945,0.99935836,0.9997069,0.99993974,0.9986325,0.99933845,0.99969447,0.99952084,0.9998259,0.99974203,0.99976015,0.9997992,0.99942255,0.9976187,0.9999707,0.9998525,0.99889374,0.999095,0.9992213,0.9996323,0.999572,0.9764858,0.9981185,0.99954337,0.9987485,0.9956349,0.9997195,0.999726,0.9999631,0.99955153,0.9997917,0.96674824,0.9985835,0.99986464,0.99975485,0.9990909,0.99994767,0.9975455,0.9971187,0.9987061,0.99784386,0.9860029,0.99788094,0.985955,0.0,0.9976427,0.9516165,0.99937904
serialization,0.9997424,0.99976176,0.999003,0.999606,0.999348,0.99983996,0.9994407,0.9980667,0.9989549,0.9998982,0.987402,0.9705974,0.9998315,0.9991151,0.9998134,0.9998803,0.9995417,0.99800706,0.9993744,0.9997164,0.9933186,0.99821764,0.9989877,0.9987407,0.9996066,0.99964046,0.9964543,0.99956965,0.9995482,0.99878365,0.9999138,0.99996454,0.9996992,0.9988446,0.9963891,0.99932545,0.99877197,0.99904984,0.9994155,0.9995294,0.99973416,0.9996517,0.9994503,0.9956291,0.99755806,0.99782616,0.9997847,0.9997532,0.9996394,0.9988417,0.9980646,0.9992761,0.9994136,0.9988427,0.99890083,0.99885774,0.99808246,0.99874413,0.99949324,0.9995196,0.99971133,0.9995226,0.9997874,0.9989412,0.9995013,0.9996827,0.99974126,0.99989545,0.99746704,0.9983353,0.997897,0.9975921,0.99800843,0.9793899,0.9994804,0.9998522,0.9990619,0.9987529,0.99982643,0.999954,1.0,0.9963381,0.99883026,0.98598266,0.9994433,0.9958563,0.99933827,0.9979117,0.9989757,0.9998308,0.99858445,0.9989823,0.99895734,0.99532914,0.99855745,0.99719894,0.9976427,0.0,0.99619883,0.9992546
web-services,0.99808836,0.9991571,0.99754745,0.9995423,0.9987746,0.9991626,0.9997434,0.9990733,0.9995163,0.99846905,0.9875302,0.9975612,0.9992536,0.99834406,0.9998893,0.99962187,0.9987095,0.9993392,0.99782294,0.99903256,0.98949474,0.9972875,0.9977378,0.9995599,0.99486476,0.9994278,0.9993896,0.9989754,0.9994203,0.9996924,0.99970365,0.99819857,0.9991972,0.9962905,0.9970219,0.99849695,0.99922943,0.9997966,0.999646,0.9997107,0.99972177,0.9996319,0.9998238,0.9888242,0.994548,0.9994109,0.9998043,0.9999161,0.99991935,0.99911803,0.99930173,0.99996173,0.98951864,0.9985508,0.99888295,0.99860144,0.9984038,0.9982193,0.99696755,0.9964801,0.9977427,0.9981249,0.9998575,0.9995989,0.99794424,0.99491894,0.9998503,0.99959165,0.99514383,0.997459,0.99980015,0.9990929,0.9993471,0.9862931,0.9984856,0.9993049,0.99782157,0.9941064,0.9989624,0.99769574,0.99991024,0.9987336,0.99900436,0.95133036,0.9987172,0.99952596,0.9988806,0.99798787,0.9997641,0.99059284,0.9978659,0.99894387,0.99857444,0.9966953,0.9832056,0.90136856,0.9516165,0.99619883,0.0,0.99856204
configuration,0.99948204,0.99983984,0.9986842,0.99987775,0.9994772,0.99957776,0.9997614,0.9995608,0.99777085,0.9994214,0.9978199,0.9996257,0.99995756,0.9993015,0.99995077,0.99992573,0.9998376,0.9999389,0.9982197,0.9994426,0.9987893,0.9996337,0.99857545,0.99948466,0.99889,0.9956145,0.9996335,0.9987344,0.9995521,0.9987075,0.99838257,0.9948129,0.99992573,0.9991941,0.9987955,0.999733,0.9996841,0.9998996,0.9998673,0.9998741,0.9999576,0.99929,0.99976707,0.9985288,0.99956834,0.9996517,0.99942076,0.9999274,0.9998089,0.9999103,0.999818,0.99994564,0.9983018,0.99854803,0.9995084,0.99932826,0.9985731,0.9986682,0.9973536,0.99769425,0.99768704,0.9989694,0.9997593,0.999928,0.9998548,0.9998802,1.0,1.0,0.9996725,0.9999662,0.99962157,0.99990284,0.9999386,0.9997335,0.99986786,0.99995744,0.99995977,0.9999185,0.9986215,0.998489,0.9998178,0.999733,0.99983793,0.9953258,0.9989801,0.99965316,0.9982117,0.99930197,0.9998821,0.99538803,0.99919575,0.9995587,0.99965465,0.9995721,0.9982342,0.9998401,0.99937904,0.9992546,0.99856204,0.0
